time,FeeMedUSD
2013-06-26,0.0493258503798948
2013-06-27,0.04840197479953245
2013-06-28,0.044712253360607856
2013-06-29,0.044398645528930455
2013-06-30,0.04474045382817065
2013-07-01,0.04143378506721215
2013-07-02,0.0439082333430742
2013-07-03,0.0388456654003507
2013-07-04,0.0395674354178843
2013-07-05,0.03372381192635885
2013-07-06,0.033170840444184696
2013-07-07,0.0360547611864407
2013-07-08,0.03699427688486265
2013-07-09,0.0374459554354179
2013-07-10,0.0425068395675044
2013-07-11,0.0437487746931619
2013-07-12,0.045023349357101096
2013-07-13,0.04579629894798365
2013-07-14,0.044946134637931005
2013-07-15,0.046898076271186445
2013-07-16,0.04589051782583285
2013-07-17,0.04551567562828755
2013-07-18,0.042480864558737605
2013-07-19,0.04311939729982465
2013-07-20,0.0424554295733489
2013-07-21,0.042832175130917596
2013-07-22,0.04282451431911165
2013-07-23,0.0434885283459965
2013-07-24,0.04407586528346
2013-07-25,0.045083046113384
2013-07-26,0.04499199298655755
2013-07-27,0.0440826379310345
2013-07-28,0.046372921098772654
2013-07-29,0.0466493486265342
2013-07-30,0.048329776446522504
2013-07-31,0.0490122099649328
2013-08-01,0.04828400891291645
2013-08-02,0.0480372653419053
2013-08-03,0.0477533547632963
2013-08-04,0.0481827410870836
2013-08-05,0.048763566919929904
2013-08-06,0.048835603302162446
2013-08-07,0.048527103448275856
2013-08-08,0.04712863588544711
2013-08-09,0.04623638836937465
2013-08-10,0.0466467764465225
2013-08-11,0.0471356561952075
2013-08-12,0.0477232353886616
2013-08-13,0.048879537542372904
2013-08-14,0.04956064377556985
2013-08-15,0.04905316656925775
2013-08-16,0.0491454801285798
2013-08-17,0.04981525219170075
2013-08-18,0.04958901987142025
2013-08-19,0.051392006136762
2013-08-20,0.052250105493863004
2013-08-21,0.0554008018702515
2013-08-22,0.054761608416131
2013-08-23,0.053848785797779006
2013-08-24,0.054441337521917
2013-08-25,0.0565412817066045
2013-08-26,0.05605905742256
2013-08-27,0.058879895382816995
2013-08-28,0.059158707188778505
2013-08-29,0.0594178191116305
2013-08-30,0.062442689801286005
2013-08-31,0.06418898947983649
2013-09-01,0.065268186002338
2013-09-02,0.0647826858562245
2013-09-03,0.06459140181180599
2013-09-04,0.0612646193746345
2013-09-05,0.0611850425189945
2013-09-06,0.0589305732028055
2013-09-07,0.059907494739918
2013-09-08,0.0590286931618935
2013-09-09,0.060629636323787504
2013-09-10,0.0611077650946815
2013-09-11,0.0635441135300995
2013-09-12,0.063390361776739
2013-09-13,0.063703872589129
2013-09-14,0.0621742387492695
2013-09-15,0.062538208942139
2013-09-16,0.063102332992402
2013-09-17,0.0634486250730565
2013-09-18,0.0634519097019285
2013-09-19,0.062090478667446
2013-09-20,0.061460817942723504
2013-09-21,0.0617541284336645
2013-09-22,0.061562467562829
2013-09-23,0.0614328495032145
2013-09-24,0.061898678842781996
2013-09-25,0.0618070393045005
2013-09-26,0.06234283722969
2013-09-27,0.06330267387492701
2013-09-28,0.063398275862069
2013-09-29,0.063554313851549
2013-09-30,0.063045130917592
2013-10-01,0.06378771215663351
2013-10-02,0.052052546464056
2013-10-03,0.0587877475160725
2013-10-04,0.060965173874926996
2013-10-05,0.060696701344243
2013-10-06,0.0612376306253655
2013-10-07,0.0619534362945645
2013-10-08,0.062383264465225
2013-10-09,0.0629667601563415
2013-10-10,0.0633523252483925
2013-10-11,0.063627649620105
2013-10-12,0.0639256315020455
2013-10-13,0.0662078293395675
2013-10-14,0.067669597457627
2013-10-15,0.070746954266511
2013-10-16,0.06916396095850401
2013-10-17,0.07187356691993001
2013-10-18,0.030555114436002402
2013-10-19,0.0828863585622445
2013-10-20,0.0832500755406195
2013-10-21,0.08995531428988901
2013-10-22,0.09520139070718901
2013-10-23,0.102300175482174
2013-10-24,0.02072411066535433
2013-10-25,0.01856623520047126
2013-10-26,0.0179808218001169
2013-10-27,0.0194546133255406
2013-10-28,0.019627468731735803
2013-10-29,0.0204428174167154
2013-10-30,0.0197900599420982
2013-10-31,0.022361201490356523
2013-11-01,0.020303710984938602
2013-11-02,0.0204792881355932
2013-11-03,0.021027538261174802
2013-11-04,0.022879103886616
2013-11-05,0.0243641668907072
2013-11-06,0.026320958398714202
2013-11-07,0.0290124226183518
2013-11-08,0.0333750656511981
2013-11-09,0.0331051148451198
2013-11-10,0.0327558653499708
2013-11-11,0.0342697692869667
2013-11-12,0.0354645488310929
2013-11-13,0.039450449522443004
2013-11-14,0.041670630330274704
2013-11-15,0.0408398797334892
2013-11-16,0.0435798442767387
2013-11-17,0.048533657685564
2013-11-18,0.0657778503874927
2013-11-19,0.054687839731151405
2013-11-20,0.0595339099649328
2013-11-21,0.0720764425260082
2013-11-22,0.0802916933718294
2013-11-23,0.08342953399891291
2013-11-24,0.08071666954997081
2013-11-25,0.0816243386616014
2013-11-26,0.09160971601402691
2013-11-27,0.0962910560911748
2013-11-28,0.100738716364699
2013-11-29,0.11287254880187
2013-11-30,0.111929671478667
2013-12-01,0.0964485793687902
2013-12-02,0.104080821770894
2013-12-03,0.10536210274482802
2013-12-04,0.113493223088837
2013-12-05,0.1027411772827
2013-12-06,0.0824581710337814
2013-12-07,0.0703748376025716
2013-12-08,0.0783573348334307
2013-12-09,0.0896079289888954
2013-12-10,0.0977165367329047
2013-12-11,0.0875464034272355
2013-12-12,0.0873324805987727
2013-12-13,0.08791561353009941
2013-12-14,0.08528561205260081
2013-12-15,0.08640616578609
2013-12-16,0.0677894106801286
2013-12-17,0.068262677270602
2013-12-18,0.052612097632671
2013-12-19,0.0685525128959673
2013-12-20,0.0600216954260666
2013-12-21,0.05970335025482171
2013-12-22,0.0615013035271771
2013-12-23,0.0657926634155465
2013-12-24,0.06506647451782581
2013-12-25,0.07461191739041492
2013-12-26,0.0749996594956166
2013-12-27,0.0722570567492694
2013-12-28,0.0715852363078901
2013-12-29,0.0727271215663355
2013-12-30,0.07357419970777321
2013-12-31,0.0729557582910579
2014-01-01,0.0752404549944594
2014-01-02,0.0784954921314436
2014-01-03,0.0807222939029807
2014-01-04,0.0828602062618352
2014-01-05,0.0902487380263004
2014-01-06,0.0914459960841613
2014-01-07,0.08033517961987141
2014-01-08,0.08206900095032141
2014-01-09,0.08313347504874341
2014-01-10,0.08532988548446031
2014-01-11,0.0889555837119345
2014-01-12,0.0845191332220924
2014-01-13,0.08228770121975451
2014-01-14,0.0815293602711864
2014-01-15,0.0841089857364115
2014-01-16,0.0815854800298071
2014-01-17,0.0792829506475745
2014-01-18,0.0809783528356386
2014-01-19,0.08384284747340731
2014-01-20,0.0828885216592636
2014-01-21,0.08238179637638811
2014-01-22,0.0818976386323787
2014-01-23,0.08109224251957921
2014-01-24,0.07810425139509061
2014-01-25,0.08044032408007011
2014-01-26,0.0814499381373466
2014-01-27,0.0742701374970777
2014-01-28,0.0790176401876096
2014-01-29,0.079338442490941
2014-01-30,0.0799474479836353
2014-01-31,0.08032375987849211
2014-02-01,0.0813219549216833
2014-02-02,0.0814490870426651
2014-02-03,0.0806997428372531
2014-02-04,0.0800078231893629
2014-02-05,0.07844736927777911
2014-02-06,0.07635693822326121
2014-02-07,0.07115712734190531
2014-02-08,0.0677682300941379
2014-02-09,0.0687406054576271
2014-02-10,0.0685457498836938
2014-02-11,0.067189969169024
2014-02-12,0.06537657809117471
2014-02-13,0.0612918414962011
2014-02-14,0.0668788602659264
2014-02-15,0.06543770601987141
2014-02-16,0.0623250321948568
2014-02-17,0.0631334596306254
2014-02-18,0.06272717614154841
2014-02-19,0.062354013694623
2014-02-20,0.056376856109877305
2014-02-21,0.058032431597311494
2014-02-22,0.060712463333723
2014-02-23,0.06100823237463471
2014-02-24,0.0542266650753945
2014-02-25,0.053370764443600206
2014-02-26,0.058757858829924
2014-02-27,0.0585393925650058
2014-02-28,0.055129477030976
2014-03-01,0.05675342354412621
2014-03-02,0.0558527707156633
2014-03-03,0.0676505732781999
2014-03-04,0.06745113994330801
2014-03-05,0.06703388510995141
2014-03-06,0.06677128340035071
2014-03-07,0.0631770295213326
2014-03-08,0.06215241144962011
2014-03-09,0.0640578889322034
2014-03-10,0.0628151241165985
2014-03-11,0.063373383823495
2014-03-12,0.0634646823717125
2014-03-13,0.0643432100859147
2014-03-14,0.0628308590005845
2014-03-15,0.0636218650061368
2014-03-16,0.06341689009708941
2014-03-17,0.062276020864991205
2014-03-18,0.061430951371712506
2014-03-19,0.0610511203474576
2014-03-20,0.058660759571011106
2014-03-21,0.056969451799532396
2014-03-22,0.05647000267036821
2014-03-23,0.0558958861691408
2014-03-24,0.058502325051899506
2014-03-25,0.058377118909409706
2014-03-26,0.057924385040099405
2014-03-27,0.048316401261250704
2014-03-28,0.0498661328949153
2014-03-29,0.0489517023547633
2014-03-30,0.0458966328275862
2014-03-31,0.045535535405610804
2014-04-01,0.0479008465867913
2014-04-02,0.0439011492524839
2014-04-03,0.044944115151957904
2014-04-04,0.0449719869736996
2014-04-05,0.0461675331482174
2014-04-06,0.0458633480544535
2014-04-07,0.0448655275066394
2014-04-08,0.045280309879602604
2014-04-09,0.044283798493220304
2014-04-10,0.036691186606341304
2014-04-11,0.0421943528071303
2014-04-12,0.0424274212647575
2014-04-13,0.041636232165400404
2014-04-14,0.0461108246586649
2014-04-15,0.0521615299606078
2014-04-16,0.0531481846731999
2014-04-17,0.049983755154472106
2014-04-18,0.0483020013533606
2014-04-19,0.0504365595178488
2014-04-20,0.050155718444916
2014-04-21,0.049808453030099405
2014-04-22,0.0489503510029223
2014-04-23,0.049063296754332
2014-04-24,0.0503291801028638
2014-04-25,0.0466426171344243
2014-04-26,0.045922670981882
2014-04-27,0.0438709363717287
2014-04-28,0.0441547805468089
2014-04-29,0.0447709930772047
2014-04-30,0.044887571551400905
2014-05-01,0.0460194698255991
2014-05-02,0.0452239779761701
2014-05-03,0.0438978588005844
2014-05-04,0.0436675398644705
2014-05-05,0.0432338179035394
2014-05-06,0.0430128205394506
2014-05-07,0.044218287609585
2014-05-08,0.0440402762711864
2014-05-09,0.0452697999723553
2014-05-10,0.045675584628872
2014-05-11,0.0439114476037405
2014-05-12,0.0441280955581531
2014-05-13,0.0439005774985389
2014-05-14,0.044484820572764504
2014-05-15,0.044696155873758005
2014-05-16,0.044874215371128005
2014-05-17,0.04492222893045
2014-05-18,0.0446962641437756
2014-05-19,0.044740485680888405
2014-05-20,0.0490335648158971
2014-05-21,0.0493933491817651
2014-05-22,0.052681428842782
2014-05-23,0.0523699320280538
2014-05-24,0.05276912431326711
2014-05-25,0.0573312458796026
2014-05-26,0.0584847974868498
2014-05-27,0.057392826924547106
2014-05-28,0.0579189318819404
2014-05-29,0.05703493109292811
2014-05-30,0.0620846360607832
2014-05-31,0.0627892420689655
2014-06-01,0.0630074953535944
2014-06-02,0.0663505723845704
2014-06-03,0.06723878971361781
2014-06-04,0.0643887368790181
2014-06-05,0.0661503558153127
2014-06-06,0.0650133315897136
2014-06-07,0.0656800271770894
2014-06-08,0.0657819974868498
2014-06-09,0.0648336322326125
2014-06-10,0.0650936609585038
2014-06-11,0.06314890222092351
2014-06-12,0.0591975077147867
2014-06-13,0.0597044999707773
2014-06-14,0.057555946171829304
2014-06-15,0.0589724646405611
2014-06-16,0.05905674821741671
2014-06-17,0.0609080002922268
2014-06-18,0.060762979602571605
2014-06-19,0.059575147691408495
2014-06-20,0.059153152279368806
2014-06-21,0.059276434950321505
2014-06-22,0.059963463354763304
2014-06-23,0.058955229982466405
2014-06-24,0.057997371858562206
2014-06-25,0.0562236779953244
2014-06-26,0.058074923027469305
2014-06-27,0.0600638305376973
2014-06-28,0.059439030420806505
2014-06-29,0.0600840518410286
2014-06-30,0.063894611396844
2014-07-01,0.064295659672706
2014-07-02,0.0651298347749854
2014-07-03,0.06464133891303331
2014-07-04,0.0630635502922268
2014-07-05,0.0630468341905318
2014-07-06,0.063467267445938
2014-07-07,0.0622854978959673
2014-07-08,0.06248943310929281
2014-07-09,0.0621939091759205
2014-07-10,0.0616522849795441
2014-07-11,0.0634494378141438
2014-07-12,0.0636923957934541
2014-07-13,0.062987575043834
2014-07-14,0.0619197459088252
2014-07-15,0.06219346014026891
2014-07-16,0.0616351882232612
2014-07-17,0.0624259274985389
2014-07-18,0.06307501402688491
2014-07-19,0.06291733644067801
2014-07-20,0.0625248676212741
2014-07-21,0.062130533138515506
2014-07-22,0.0619823264465225
2014-07-23,0.0619772816773817
2014-07-24,0.06028796455289301
2014-07-25,0.0601578514319112
2014-07-26,0.059470260724722404
2014-07-27,0.0591575444184687
2014-07-28,0.0587493004967855
2014-07-29,0.058411239333723
2014-07-30,0.0562914625073057
2014-07-31,0.05819755619520751
2014-08-01,0.059650675920514304
2014-08-02,0.05897572615429571
2014-08-03,0.0586753736703682
2014-08-04,0.05876083354763301
2014-08-05,0.0581881988603156
2014-08-06,0.05822483714202221
2014-08-07,0.058604663354763296
2014-08-08,0.0589024412624196
2014-08-09,0.05889785213325541
2014-08-10,0.0589373502045587
2014-08-11,0.0573441483927528
2014-08-12,0.056830752016364706
2014-08-13,0.054837017533606106
2014-08-14,0.0505107499707773
2014-08-15,0.0500323060132671
2014-08-16,0.052174796288719995
2014-08-17,0.049776465897136205
2014-08-18,0.0468957918176505
2014-08-19,0.0486794350672122
2014-08-20,0.05151203538866161
2014-08-21,0.0519307852133255
2014-08-22,0.0516159368790181
2014-08-23,0.049712575949737
2014-08-24,0.0508430741963764
2014-08-25,0.05016102866744591
2014-08-26,0.0511852321741672
2014-08-27,0.051016232378725906
2014-08-28,0.0506285151665693
2014-08-29,0.05088665718877851
2014-08-30,0.0501275723261251
2014-08-31,0.0478511425482174
2014-09-01,0.047454148977206304
2014-09-02,0.0474430670660433
2014-09-03,0.047395920338983
2014-09-04,0.04895552013442431
2014-09-05,0.047874978287551107
2014-09-06,0.048064249181765
2014-09-07,0.047836550087668
2014-09-08,0.0468975495908825
2014-09-09,0.047351202717709
2014-09-10,0.0477778417592051
2014-09-11,0.047727068205727606
2014-09-12,0.047399728229105806
2014-09-13,0.0477960973991818
2014-09-14,0.0475648063997662
2014-09-15,0.0472655629748685
2014-09-16,0.046417775452951504
2014-09-17,0.0456339891291642
2014-09-18,0.042688010695499705
2014-09-19,0.0393893890707189
2014-09-20,0.0411041342781999
2014-09-21,0.0400404530683811
2014-09-22,0.0400881622150789
2014-09-23,0.04384918009935711
2014-09-24,0.0423700091759205
2014-09-25,0.040953774985388706
2014-09-26,0.040529825189947404
2014-09-27,0.040059933459964905
2014-09-28,0.0375549989772063
2014-09-29,0.03730645578609
2014-09-30,0.0389264040411455
2014-10-01,0.038290936586791405
2014-10-02,0.03725256990064291
2014-10-03,0.0357665713617767
2014-10-04,0.0328826113091759
2014-10-05,0.0322826261542957
2014-10-06,0.032680353272939805
2014-10-07,0.0333570194915254
2014-10-08,0.035440733430742305
2014-10-09,0.0361716424897721
2014-10-10,0.035889039081005304
2014-10-11,0.036190837697253106
2014-10-12,0.0377871243717124
2014-10-13,0.0391994208942139
2014-10-14,0.0400880592054354
2014-10-15,0.039462587989479804
2014-10-16,0.038232147632963204
2014-10-17,0.03822007895967271
2014-10-18,0.0391293177089421
2014-10-19,0.0388684497954413
2014-10-20,0.0381190858562244
2014-10-21,0.0385204633541204
2014-10-22,0.038077876329631805
2014-10-23,0.035734479310344805
2014-10-24,0.035748843395675
2014-10-25,0.0345811246639392
2014-10-26,0.0353081956165985
2014-10-27,0.035001571186440705
2014-10-28,0.0354653805084746
2014-10-29,0.0333599350087668
2014-10-30,0.0344609382232613
2014-10-31,0.0337182912624196
2014-11-01,0.0324371315020456
2014-11-02,0.0324248566627703
2014-11-03,0.0325361865575687
2014-11-04,0.0329657703974284
2014-11-05,0.0338805765341905
2014-11-06,0.03496899117475161
2014-11-07,0.0342133288135593
2014-11-08,0.0345716332554062
2014-11-09,0.0363610051724138
2014-11-10,0.0365502253945061
2014-11-11,0.0367825466978375
2014-11-12,0.0422591419637639
2014-11-13,0.0421914471654004
2014-11-14,0.039838888281706605
2014-11-15,0.037799384073641105
2014-11-16,0.0390205823495032
2014-11-17,0.038750103156049105
2014-11-18,0.0373864564582116
2014-11-19,0.0377613398012858
2014-11-20,0.0356181265341905
2014-11-21,0.035074885885447105
2014-11-22,0.035245551461133805
2014-11-23,0.0367773242255991
2014-11-24,0.03769942238457041
2014-11-25,0.0376755630040912
2014-11-26,0.036753020806545904
2014-11-27,0.0369530227352425
2014-11-28,0.0377896931911163
2014-11-29,0.037607633547632996
2014-11-30,0.0378690397136178
2014-12-01,0.0379111978959673
2014-12-02,0.0382946796317943
2014-12-03,0.037591601928696705
2014-12-04,0.0368845568088837
2014-12-05,0.0378428329631794
2014-12-06,0.037513795119813
2014-12-07,0.037663979310344806
2014-12-08,0.0363215676797195
2014-12-09,0.0351106837814144
2014-12-10,0.0347881393921683
2014-12-11,0.0348593006136762
2014-12-12,0.0353190612507306
2014-12-13,0.0349242945061368
2014-12-14,0.035607972150789
2014-12-15,0.034709518147282306
2014-12-16,0.0328613320280538
2014-12-17,0.032029761338398605
2014-12-18,0.031351165117942704
2014-12-19,0.0318242888661601
2014-12-20,0.0330065758328463
2014-12-21,0.0320992670075979
2014-12-22,0.0331842584453536
2014-12-23,0.033608412857977804
2014-12-24,0.0323032297779077
2014-12-25,0.031899614436002297
2014-12-26,0.032921034190531905
2014-12-27,0.0315968443892461
2014-12-28,0.0317010480420807
2014-12-29,0.031306553156049105
2014-12-30,0.031044200409117505
2014-12-31,0.0320662287258913
2015-01-01,0.031477647194623
2015-01-02,0.0315942731735827
2015-01-03,0.028564730976037404
2015-01-04,0.026333457481005303
2015-01-05,0.0275003851548802
2015-01-06,0.028754952104032703
2015-01-07,0.0297535565166569
2015-01-08,0.028434239187609598
2015-01-09,0.0292501114552893
2015-01-10,0.0276230532144944
2015-01-11,0.0268755515488019
2015-01-12,0.0268617232028054
2015-01-13,0.0224108117767388
2015-01-14,0.0175637640561075
2015-01-15,0.0212341011396844
2015-01-16,0.0207595204850964
2015-01-17,0.019982483664523702
2015-01-18,0.0211132518410286
2015-01-19,0.021689469491525403
2015-01-20,0.021191985388661603
2015-01-21,0.022790421040327302
2015-01-22,0.0233647382817066
2015-01-23,0.023313285242548203
2015-01-24,0.024908212390415
2015-01-25,0.025451794126242003
2015-01-26,0.027395224488603202
2015-01-27,0.0264753804500292
2015-01-28,0.023573584044418498
2015-01-29,0.023395737346580903
2015-01-30,0.022889618994739902
2015-01-31,0.0217332156049094
2015-02-01,0.0227111301285798
2015-02-02,0.0240092419929866
2015-02-03,0.0227775695791935
2015-02-04,0.022678113413208703
2015-02-05,0.021701115108123902
2015-02-06,0.022272496931618903
2015-02-07,0.0228647127410871
2015-02-08,0.0224035988895383
2015-02-09,0.022076849386323802
2015-02-10,0.022088815429573402
2015-02-11,0.0219495859731151
2015-02-12,0.0222583227936879
2015-02-13,0.0236555363822326
2015-02-14,0.025762769579193504
2015-02-15,0.023444580303915802
2015-02-16,0.023508612682641702
2015-02-17,0.0243905794272355
2015-02-18,0.0235995232320281
2015-02-19,0.0241872253945061
2015-02-20,0.0245530775277615
2015-02-21,0.024559600263004102
2015-02-22,0.0236690668322618
2015-02-23,0.0239066017825833
2015-02-24,0.0239869262127411
2015-02-25,0.023823611104617202
2015-02-26,0.0237044402396259
2015-02-27,0.0255116774400935
2015-02-28,0.0254948448568089
2015-03-01,0.026065133080070097
2015-03-02,0.0276322613676213
2015-03-03,0.028270590093512602
2015-03-04,0.027344753652834602
2015-03-05,0.0276268809175921
2015-03-06,0.027331811484512004
2015-03-07,0.0276403357393337
2015-03-08,0.027533803389830504
2015-03-09,0.029013005902980702
2015-03-10,0.0292320383109293
2015-03-11,0.0296693329339568
2015-03-12,0.029580034482758602
2015-03-13,0.0285911026300409
2015-03-14,0.0283608306253653
2015-03-15,0.0287270142022209
2015-03-16,0.029139211805961403
2015-03-17,0.028524839655172402
2015-03-18,0.0257286160140269
2015-03-19,0.0262092947983635
2015-03-20,0.026296649210987698
2015-03-21,0.026118429748685005
2015-03-22,0.026889941583869103
2015-03-23,0.0266777992986558
2015-03-24,0.024683508299240202
2015-03-25,0.0246719136762127
2015-03-26,0.0249532993571011
2015-03-27,0.0247378898305085
2015-03-28,0.025323161396844002
2015-03-29,0.024296761426066602
2015-03-30,0.0248336934541204
2015-03-31,0.0244712485680888
2015-04-01,0.024718581940385703
2015-04-02,0.0253630070426651
2015-04-03,0.025483316364699
2015-04-04,0.0253945848626534
2015-04-05,0.026111213617767404
2015-04-06,0.0256367386908241
2015-04-07,0.0254831898012858
2015-04-08,0.0245825210403273
2015-04-09,0.0243860636177674
2015-04-10,0.0235871900642899
2015-04-11,0.023740906779661
2015-04-12,0.023714104237288102
2015-04-13,0.0225505635885447
2015-04-14,0.0219757236703682
2015-04-15,0.0223313907948568
2015-04-16,0.022849381531268302
2015-04-17,0.022278506019871403
2015-04-18,0.022339804412624203
2015-04-19,0.0223284135300994
2015-04-20,0.022489490356516702
2015-04-21,0.0234939356516657
2015-04-22,0.023382241876095798
2015-04-23,0.0235933293687902
2015-04-24,0.023145859234365903
2015-04-25,0.0226445992986558
2015-04-26,0.0220503406779661
2015-04-27,0.0227325990356517
2015-04-28,0.022554936879018102
2015-04-29,0.022566928842782
2015-04-30,0.0236327976037405
2015-05-01,0.0232746582700175
2015-05-02,0.0235540077147867
2015-05-03,0.024046424897720603
2015-05-04,0.0238976661309176
2015-05-05,0.023602338340152
2015-05-06,0.0229481219300429
2015-05-07,0.0237130687317358
2015-05-08,0.0244383472822911
2015-05-09,0.0242705950029223
2015-05-10,0.0240731483927528
2015-05-11,0.024224983722969003
2015-05-12,0.024220909205143203
2015-05-13,0.0236550265926359
2015-05-14,0.023694891671537103
2015-05-15,0.0237484502337814
2015-05-16,0.0235812134424313
2015-05-17,0.0236963682933957
2015-05-18,0.023288384961543
2015-05-19,0.0231974446814728
2015-05-20,0.0234190306253653
2015-05-21,0.0235553821741672
2015-05-22,0.0240323203682057
2015-05-23,0.0238963281706604
2015-05-24,0.0240711758328463
2015-05-25,0.0237003543249562
2015-05-26,0.0236796261250731
2015-05-27,0.0237203596434833
2015-05-28,0.0236956881940386
2015-05-29,0.023664652659263603
2015-05-30,0.023278877001753403
2015-05-31,0.022945054792519
2015-06-01,0.022328270192869704
2015-06-02,0.022532080099357102
2015-06-03,0.0225213063413209
2015-06-04,0.022354007685564
2015-06-05,0.0224731071887785
2015-06-06,0.0225160513150205
2015-06-07,0.0223411685856225
2015-06-08,0.0228774291350088
2015-06-09,0.022937052951490403
2015-06-10,0.022858848743424903
2015-06-11,0.022958441174751598
2015-06-12,0.0229811218510228
2015-06-13,0.0233015344535359
2015-06-14,0.0232507108708358
2015-06-15,0.023679096288720003
2015-06-16,0.0251432676797195
2015-06-17,0.024796931765049702
2015-06-18,0.024901247954412602
2015-06-19,0.024480348421975502
2015-06-20,0.0245582513150205
2015-06-21,0.024430026008182403
2015-06-22,0.0247017892460549
2015-06-23,0.024418476329631802
2015-06-24,0.0240451545295149
2015-06-25,0.0242347857685564
2015-06-26,0.0242967997369959
2015-06-27,0.025152932670952702
2015-06-28,0.0249058285797779
2015-06-29,0.025665022238457
2015-06-30,0.026385435686499103
2015-07-01,0.025804264757451803
2015-07-02,0.0254747113383986
2015-07-03,0.0256087042833431
2015-07-04,0.026050923962595
2015-07-05,0.027130245821157202
2015-07-06,0.03229655281122156
2015-07-07,0.053293983810637
2015-07-08,0.0541152285797778
2015-07-09,0.026968030479251903
2015-07-10,0.0285558780829924
2015-07-11,0.0293917453828171
2015-07-12,0.0311481879894798
2015-07-13,0.029264922384570402
2015-07-14,0.028984146043623666
2015-07-15,0.0285922885447107
2015-07-16,0.0278532749269433
2015-07-17,0.0280064724722385
2015-07-18,0.0277354635300994
2015-07-19,0.0275281989479836
2015-07-20,0.0279114393045003
2015-07-21,0.027665241262419604
2015-07-22,0.0277764369082408
2015-07-23,0.027681162857977802
2015-07-24,0.0289305976329632
2015-07-25,0.0289507639976622
2015-07-26,0.029331484278199902
2015-07-27,0.0294426761835184
2015-07-28,0.029541012526884902
2015-07-29,0.03565226787142023
2015-07-30,0.031948107132250145
2015-07-31,0.03023561974125068
2015-08-01,0.028166884628872
2015-08-02,0.028242300642898906
2015-08-03,0.028218505230859104
2015-08-04,0.036801973654295765
2015-08-05,0.031904294220631235
2015-08-06,0.050657258088731824
2015-08-07,0.0279488715078901
2015-08-08,0.026145027556984203
2015-08-09,0.026634202045587398
2015-08-10,0.026492882524839303
2015-08-11,0.027142173611922903
2015-08-12,0.0268143868497954
2015-08-13,0.0264691627995324
2015-08-14,0.0266355941554646
2015-08-15,0.026193683664523702
2015-08-16,0.025893081738983102
2015-08-17,0.025800939830508504
2015-08-18,0.021788588311693703
2015-08-19,0.022721825189947403
2015-08-20,0.0235523883109293
2015-08-21,0.023280061783986002
2015-08-22,0.0230639173290473
2015-08-23,0.0228673073933372
2015-08-24,0.0211955917592051
2015-08-25,0.0222655039450614
2015-08-26,0.022611670017533603
2015-08-27,0.022493987726475703
2015-08-28,0.023217080829924002
2015-08-29,0.022982620017533602
2015-08-30,0.0229019572472238
2015-08-31,0.0230689466101695
2015-09-01,0.0227955570426651
2015-09-02,0.04399097799840214
2015-09-03,0.022710712156633502
2015-09-04,0.0231177563413209
2015-09-05,0.0235903006136762
2015-09-06,0.024080547223845703
2015-09-07,0.02406336157218
2015-09-08,0.0244174952659264
2015-09-09,0.0238722463179427
2015-09-10,0.023875047720631204
2015-09-11,0.0240845008116891
2015-09-12,0.023635183217650502
2015-09-13,0.023054883731735802
2015-09-14,0.023094879398012903
2015-09-15,0.0230398590005845
2015-09-16,0.0229043285797779
2015-09-17,0.010072024519602575
2015-09-18,0.023317513091759202
2015-09-19,0.023224156808883702
2015-09-20,0.0231362323787259
2015-09-21,0.022677344798363502
2015-09-22,0.0230626304792519
2015-09-23,0.023013243775569802
2015-09-24,0.0234319868497954
2015-09-25,0.0235538221800117
2015-09-26,0.0234591814436002
2015-09-27,0.0233243309760374
2015-09-28,0.0240017265341905
2015-09-29,0.0237336233781414
2015-09-30,0.0236739848042081
2015-10-01,0.0238229813851549
2015-10-02,0.0237937007305669
2015-10-03,0.0239735897720631
2015-10-04,0.0239516924897721
2015-10-05,0.024096121383343102
2015-10-06,0.024694049824663902
2015-10-07,0.0243734486849795
2015-10-08,0.0243029632963179
2015-10-09,0.0244448887492694
2015-10-10,0.0245955924313267
2015-10-11,0.024852816540035103
2015-10-12,0.0246093637346581
2015-10-13,0.025047130070134403
2015-10-14,0.0253142325540619
2015-10-15,0.025469301500292203
2015-10-16,0.0262737363237873
2015-10-17,0.027193093892460503
2015-10-18,0.026348167738164802
2015-10-19,0.0264362728229106
2015-10-20,0.0270832211864407
2015-10-21,0.026804021770894203
2015-10-22,0.027541495645821198
2015-10-23,0.0278612778026885
2015-10-24,0.028361114289889005
2015-10-25,0.028604969345412002
2015-10-26,0.0286703382817066
2015-10-27,0.029556291379310397
2015-10-28,0.030444209701928703
2015-10-29,0.031487946230274705
2015-10-30,0.0328492321157218
2015-10-31,0.031411950818234904
2015-11-01,0.0329854227644652
2015-11-02,0.036461662799532404
2015-11-03,0.0400923105201637
2015-11-04,0.04054816814728231
2015-11-05,0.0384341222969024
2015-11-06,0.0372975417884278
2015-11-07,0.0386504550847458
2015-11-08,0.0372400129748685
2015-11-09,0.0380495644360023
2015-11-10,0.0337830502337814
2015-11-11,0.0308922185856225
2015-11-12,0.033752298860315604
2015-11-13,0.0337278958211572
2015-11-14,0.0333047117475161
2015-11-15,0.0319928021624781
2015-11-16,0.0331132725014611
2015-11-17,0.0335849786090006
2015-11-18,0.0335744504967855
2015-11-19,0.032623214552893104
2015-11-20,0.0321940475452951
2015-11-21,0.032590523115137306
