time,AdrBalCnt
2009-09-10,21407.0
2009-09-11,21474.0
2009-09-12,21543.0
2009-09-13,21618.0
2009-09-14,21692.0
2009-09-15,21736.0
2009-09-16,21807.0
2009-09-17,21791.0
2009-09-18,21869.0
2009-09-19,21943.0
2009-09-20,22021.0
2009-09-21,22082.0
2009-09-22,22067.0
2009-09-23,22103.0
2009-09-24,22200.0
2009-09-25,22265.0
2009-09-26,22349.0
2009-09-27,22436.0
2009-09-28,22521.0
2009-09-29,22566.0
2009-09-30,22651.0
2009-10-01,22733.0
2009-10-02,22795.0
2009-10-03,22853.0
2009-10-04,22906.0
2009-10-05,22961.0
2009-10-06,22991.0
2009-10-07,23051.0
2009-10-08,23121.0
2009-10-09,23200.0
2009-10-10,23277.0
2009-10-11,23351.0
2009-10-12,23337.0
2009-10-13,23394.0
2009-10-14,23463.0
2009-10-15,23534.0
2009-10-16,23515.0
2009-10-17,23572.0
2009-10-18,23639.0
2009-10-19,23751.0
2009-10-20,23746.0
2009-10-21,23808.0
2009-10-22,23860.0
2009-10-23,23949.0
2009-10-24,24005.0
2009-10-25,24081.0
2009-10-26,24152.0
2009-10-27,24201.0
2009-10-28,24267.0
2009-10-29,24272.0
2009-10-30,24332.0
2009-10-31,24378.0
2009-11-01,24403.0
2009-11-02,24436.0
2009-11-03,24498.0
2009-11-04,24521.0
2009-11-05,24578.0
2009-11-06,24640.0
2009-11-07,24709.0
2009-11-08,24782.0
2009-11-09,24846.0
2009-11-10,24885.0
2009-11-11,24938.0
2009-11-12,25004.0
2009-11-13,25074.0
2009-11-14,25153.0
2009-11-15,25249.0
2009-11-16,25346.0
2009-11-17,25438.0
2009-11-18,25517.0
2009-11-19,25507.0
2009-11-20,25593.0
2009-11-21,25666.0
2009-11-22,25772.0
2009-11-23,25868.0
2009-11-24,25961.0
2009-11-25,26051.0
2009-11-26,26135.0
2009-11-27,26209.0
2009-11-28,26280.0
2009-11-29,26340.0
2009-11-30,26415.0
2009-12-01,26326.0
2009-12-02,26420.0
2009-12-03,26508.0
2009-12-04,26544.0
2009-12-05,26592.0
2009-12-06,26694.0
2009-12-07,26786.0
2009-12-08,26881.0
2009-12-09,26973.0
2009-12-10,27077.0
2009-12-11,27123.0
2009-12-12,27233.0
2009-12-13,27347.0
2009-12-14,27123.0
2009-12-15,27213.0
2009-12-16,27349.0
2009-12-17,27515.0
2009-12-18,27740.0
2009-12-19,27937.0
2009-12-20,28112.0
2009-12-21,28287.0
2009-12-22,28449.0
2009-12-23,28603.0
2009-12-24,28757.0
2009-12-25,28907.0
2009-12-26,29081.0
2009-12-27,29244.0
2009-12-28,29381.0
2009-12-29,29552.0
2009-12-30,29693.0
2009-12-31,29831.0
2010-01-01,29963.0
2010-01-02,30089.0
2010-01-03,30275.0
2010-01-04,30376.0
2010-01-05,30574.0
2010-01-06,30737.0
2010-01-07,30891.0
2010-01-08,31044.0
2010-01-09,31195.0
2010-01-10,31385.0
2010-01-11,31544.0
2010-01-12,31489.0
2010-01-13,31655.0
2010-01-14,31791.0
2010-01-15,31927.0
2010-01-16,32047.0
2010-01-17,32178.0
2010-01-18,32304.0
2010-01-19,32428.0
2010-01-20,32586.0
2010-01-21,32758.0
2010-01-22,32888.0
2010-01-23,33048.0
2010-01-24,33201.0
2010-01-25,33359.0
2010-01-26,33540.0
2010-01-27,33684.0
2010-01-28,33840.0
2010-01-29,34019.0
2010-01-30,34198.0
2010-01-31,34346.0
2010-02-01,34521.0
2010-02-02,34645.0
2010-02-03,34909.0
2010-02-04,35101.0
2010-02-05,35084.0
2010-02-06,35248.0
2010-02-07,35460.0
2010-02-08,35542.0
2010-02-09,35335.0
2010-02-10,34898.0
2010-02-11,34993.0
2010-02-12,35141.0
2010-02-13,35290.0
2010-02-14,35449.0
2010-02-15,35541.0
2010-02-16,35724.0
2010-02-17,35944.0
2010-02-18,36097.0
2010-02-19,36290.0
2010-02-20,36486.0
2010-02-21,36585.0
2010-02-22,36581.0
2010-02-23,36831.0
2010-02-24,36897.0
2010-02-25,36910.0
2010-02-26,37064.0
2010-02-27,37227.0
2010-02-28,37278.0
2010-03-01,37442.0
2010-03-02,37591.0
2010-03-03,37639.0
2010-03-04,37438.0
2010-03-05,37609.0
2010-03-06,37695.0
2010-03-07,37761.0
2010-03-08,37709.0
2010-03-09,37775.0
2010-03-10,37903.0
2010-03-11,37973.0
2010-03-12,38087.0
2010-03-13,38205.0
2010-03-14,38322.0
2010-03-15,38460.0
2010-03-16,38564.0
2010-03-17,38677.0
2010-03-18,38686.0
2010-03-19,38776.0
2010-03-20,38909.0
2010-03-21,39084.0
2010-03-22,39226.0
2010-03-23,39362.0
2010-03-24,39508.0
2010-03-25,39361.0
2010-03-26,39485.0
2010-03-27,39633.0
2010-03-28,39812.0
2010-03-29,39940.0
2010-03-30,40145.0
2010-03-31,40330.0
2010-04-01,40475.0
2010-04-02,40611.0
2010-04-03,40751.0
2010-04-04,40856.0
2010-04-05,40894.0
2010-04-06,40962.0
2010-04-07,41059.0
2010-04-08,41220.0
2010-04-09,41350.0
2010-04-10,41359.0
2010-04-11,41445.0
2010-04-12,41531.0
2010-04-13,41687.0
2010-04-14,41798.0
2010-04-15,41389.0
2010-04-16,41399.0
2010-04-17,41561.0
2010-04-18,41713.0
2010-04-19,41676.0
2010-04-20,41696.0
2010-04-21,41788.0
2010-04-22,41914.0
2010-04-23,42036.0
2010-04-24,42118.0
2010-04-25,42129.0
2010-04-26,42234.0
2010-04-27,42376.0
2010-04-28,42457.0
2010-04-29,42569.0
2010-04-30,42692.0
2010-05-01,42816.0
2010-05-02,42913.0
2010-05-03,42953.0
2010-05-04,42983.0
2010-05-05,42991.0
2010-05-06,42867.0
2010-05-07,42906.0
2010-05-08,42820.0
2010-05-09,42889.0
2010-05-10,42887.0
2010-05-11,42968.0
2010-05-12,42989.0
2010-05-13,43027.0
2010-05-14,43063.0
2010-05-15,43104.0
2010-05-16,43177.0
2010-05-17,43200.0
2010-05-18,43271.0
2010-05-19,43345.0
2010-05-20,43477.0
2010-05-21,43553.0
2010-05-22,43628.0
2010-05-23,43744.0
2010-05-24,43860.0
2010-05-25,43981.0
2010-05-26,44099.0
2010-05-27,44172.0
2010-05-28,44347.0
2010-05-29,44427.0
2010-05-30,44537.0
2010-05-31,44596.0
2010-06-01,44692.0
2010-06-02,44799.0
2010-06-03,44804.0
2010-06-04,44906.0
2010-06-05,44990.0
2010-06-06,45089.0
2010-06-07,44994.0
2010-06-08,45069.0
2010-06-09,45144.0
2010-06-10,45262.0
2010-06-11,45360.0
2010-06-12,45444.0
2010-06-13,45534.0
2010-06-14,45563.0
2010-06-15,45696.0
2010-06-16,45770.0
2010-06-17,45879.0
2010-06-18,45960.0
2010-06-19,45983.0
2010-06-20,46113.0
2010-06-21,46220.0
2010-06-22,46298.0
2010-06-23,46425.0
2010-06-24,46511.0
2010-06-25,46648.0
2010-06-26,46772.0
2010-06-27,46878.0
2010-06-28,46973.0
2010-06-29,46998.0
2010-06-30,47012.0
2010-07-01,47099.0
2010-07-02,47102.0
2010-07-03,47247.0
2010-07-04,47196.0
2010-07-05,47232.0
2010-07-06,47339.0
2010-07-07,47368.0
2010-07-08,47469.0
2010-07-09,47609.0
2010-07-10,47657.0
2010-07-11,47879.0
2010-07-12,49464.0
2010-07-13,50364.0
2010-07-14,51183.0
2010-07-15,51685.0
2010-07-16,52238.0
2010-07-17,52199.0
2010-07-18,52190.0
2010-07-19,52311.0
2010-07-20,52456.0
2010-07-21,52521.0
2010-07-22,52715.0
2010-07-23,52883.0
2010-07-24,52966.0
2010-07-25,53048.0
2010-07-26,52704.0
2010-07-27,52755.0
2010-07-28,52836.0
2010-07-29,53020.0
2010-07-30,53096.0
2010-07-31,53232.0
2010-08-01,53362.0
2010-08-02,53481.0
2010-08-03,53519.0
2010-08-04,53705.0
2010-08-05,53822.0
2010-08-06,53863.0
2010-08-07,53880.0
2010-08-08,53993.0
2010-08-09,54076.0
2010-08-10,54150.0
2010-08-11,54212.0
2010-08-12,54406.0
2010-08-13,54465.0
2010-08-14,54644.0
2010-08-15,54754.0
2010-08-16,54810.0
2010-08-17,54907.0
2010-08-18,54920.0
2010-08-19,55032.0
2010-08-20,55105.0
2010-08-21,55224.0
2010-08-22,55297.0
2010-08-23,55362.0
2010-08-24,55451.0
2010-08-25,55597.0
2010-08-26,55600.0
2010-08-27,55671.0
2010-08-28,55775.0
2010-08-29,55912.0
2010-08-30,55996.0
2010-08-31,56000.0
2010-09-01,56081.0
2010-09-02,56121.0
2010-09-03,56248.0
2010-09-04,56336.0
2010-09-05,56397.0
2010-09-06,56446.0
2010-09-07,56539.0
2010-09-08,56641.0
2010-09-09,56737.0
2010-09-10,56835.0
2010-09-11,56940.0
2010-09-12,56913.0
2010-09-13,56984.0
2010-09-14,57073.0
2010-09-15,57158.0
2010-09-16,57180.0
2010-09-17,56800.0
2010-09-18,56929.0
2010-09-19,56938.0
2010-09-20,57056.0
2010-09-21,57086.0
2010-09-22,57197.0
2010-09-23,57269.0
2010-09-24,57377.0
2010-09-25,57417.0
2010-09-26,57521.0
2010-09-27,57251.0
2010-09-28,56333.0
2010-09-29,56382.0
2010-09-30,56488.0
2010-10-01,56577.0
2010-10-02,56629.0
2010-10-03,56694.0
2010-10-04,56631.0
2010-10-05,56697.0
2010-10-06,56771.0
2010-10-07,56779.0
2010-10-08,56691.0
2010-10-09,56701.0
2010-10-10,56814.0
2010-10-11,56888.0
2010-10-12,56954.0
2010-10-13,56775.0
2010-10-14,56867.0
2010-10-15,56964.0
2010-10-16,56894.0
2010-10-17,57020.0
2010-10-18,57142.0
2010-10-19,57373.0
2010-10-20,57500.0
2010-10-21,57532.0
2010-10-22,57598.0
2010-10-23,57733.0
2010-10-24,57900.0
2010-10-25,57963.0
2010-10-26,58155.0
2010-10-27,58244.0
2010-10-28,58250.0
2010-10-29,58298.0
2010-10-30,58407.0
2010-10-31,58391.0
2010-11-01,58505.0
2010-11-02,58619.0
2010-11-03,58713.0
2010-11-04,58769.0
2010-11-05,58723.0
2010-11-06,58859.0
2010-11-07,58984.0
2010-11-08,58355.0
2010-11-09,58453.0
2010-11-10,58588.0
2010-11-11,58750.0
2010-11-12,58851.0
2010-11-13,58923.0
2010-11-14,58757.0
2010-11-15,58954.0
2010-11-16,59017.0
2010-11-17,59183.0
2010-11-18,59345.0
2010-11-19,59378.0
2010-11-20,59543.0
2010-11-21,59658.0
2010-11-22,59766.0
2010-11-23,59814.0
2010-11-24,59844.0
2010-11-25,59984.0
2010-11-26,60159.0
2010-11-27,60261.0
2010-11-28,60415.0
2010-11-29,60446.0
2010-11-30,60625.0
2010-12-01,60616.0
2010-12-02,60720.0
2010-12-03,60657.0
2010-12-04,60867.0
2010-12-05,61078.0
2010-12-06,61320.0
2010-12-07,61407.0
2010-12-08,61608.0
2010-12-09,61781.0
2010-12-10,61978.0
2010-12-11,62290.0
2010-12-12,62642.0
2010-12-13,62475.0
2010-12-14,62770.0
2010-12-15,63048.0
2010-12-16,63239.0
2010-12-17,63427.0
2010-12-18,63685.0
2010-12-19,63787.0
2010-12-20,63862.0
2010-12-21,64067.0
2010-12-22,64192.0
2010-12-23,64417.0
2010-12-24,64590.0
2010-12-25,64889.0
2010-12-26,65088.0
2010-12-27,65012.0
2010-12-28,65261.0
2010-12-29,65345.0
2010-12-30,65455.0
2010-12-31,65624.0
2011-01-01,65813.0
2011-01-02,65914.0
2011-01-03,65969.0
2011-01-04,66173.0
2011-01-05,66116.0
2011-01-06,66175.0
2011-01-07,66294.0
2011-01-08,66498.0
2011-01-09,66644.0
2011-01-10,66811.0
2011-01-11,66941.0
2011-01-12,67143.0
2011-01-13,67032.0
2011-01-14,66946.0
2011-01-15,67139.0
2011-01-16,67254.0
2011-01-17,67473.0
2011-01-18,67595.0
2011-01-19,67687.0
2011-01-20,67878.0
2011-01-21,67970.0
2011-01-22,68094.0
2011-01-23,68110.0
2011-01-24,68292.0
2011-01-25,68466.0
2011-01-26,68372.0
2011-01-27,68511.0
2011-01-28,68704.0
2011-01-29,68834.0
2011-01-30,68947.0
2011-01-31,69037.0
2011-02-01,69029.0
2011-02-02,69074.0
2011-02-03,69178.0
2011-02-04,69196.0
2011-02-05,69198.0
2011-02-06,69286.0
2011-02-07,69370.0
2011-02-08,69463.0
2011-02-09,69779.0
2011-02-10,70418.0
2011-02-11,71295.0
2011-02-12,72048.0
2011-02-13,72442.0
2011-02-14,72192.0
2011-02-15,72534.0
2011-02-16,72796.0
2011-02-17,73541.0
2011-02-18,73979.0
2011-02-19,74324.0
2011-02-20,74796.0
2011-02-21,75415.0
2011-02-22,75955.0
2011-02-23,76606.0
2011-02-24,77067.0
2011-02-25,77603.0
2011-02-26,77925.0
2011-02-27,78382.0
2011-02-28,78797.0
2011-03-01,79795.0
2011-03-02,80055.0
2011-03-03,80803.0
2011-03-04,81216.0
2011-03-05,81477.0
2011-03-06,81910.0
2011-03-07,82274.0
2011-03-08,82722.0
2011-03-09,82941.0
2011-03-10,83229.0
2011-03-11,83406.0
2011-03-12,83554.0
2011-03-13,83728.0
2011-03-14,83667.0
2011-03-15,83816.0
2011-03-16,83826.0
2011-03-17,84066.0
2011-03-18,84123.0
2011-03-19,84320.0
2011-03-20,84546.0
2011-03-21,85409.0
2011-03-22,85826.0
2011-03-23,87149.0
2011-03-24,87905.0
2011-03-25,88323.0
2011-03-26,88664.0
2011-03-27,89294.0
2011-03-28,89394.0
2011-03-29,89693.0
2011-03-30,89937.0
2011-03-31,90306.0
2011-04-01,90534.0
2011-04-02,90850.0
2011-04-03,91281.0
2011-04-04,91731.0
2011-04-05,92142.0
2011-04-06,92502.0
2011-04-07,92738.0
2011-04-08,93037.0
2011-04-09,93407.0
2011-04-10,93787.0
2011-04-11,93966.0
2011-04-12,94068.0
2011-04-13,94215.0
2011-04-14,95531.0
2011-04-15,95567.0
2011-04-16,94337.0
2011-04-17,94597.0
2011-04-18,94886.0
2011-04-19,95334.0
2011-04-20,95484.0
2011-04-21,95915.0
2011-04-22,96205.0
2011-04-23,96359.0
2011-04-24,96648.0
2011-04-25,97115.0
2011-04-26,97408.0
2011-04-27,97696.0
2011-04-28,98142.0
2011-04-29,98641.0
2011-04-30,99127.0
2011-05-01,99568.0
2011-05-02,99904.0
2011-05-03,100284.0
2011-05-04,100506.0
2011-05-05,100957.0
2011-05-06,101610.0
2011-05-07,101854.0
2011-05-08,102557.0
2011-05-09,102849.0
2011-05-10,103115.0
2011-05-11,103569.0
2011-05-12,103960.0
2011-05-13,104054.0
2011-05-14,104876.0
2011-05-15,105906.0
2011-05-16,108999.0
2011-05-17,110669.0
2011-05-18,112420.0
2011-05-19,114968.0
2011-05-20,116638.0
2011-05-21,117796.0
2011-05-22,118832.0
2011-05-23,119908.0
2011-05-24,121937.0
2011-05-25,124528.0
2011-05-26,125825.0
2011-05-27,126692.0
2011-05-28,128009.0
2011-05-29,128641.0
2011-05-30,130541.0
2011-05-31,132182.0
2011-06-01,133129.0
2011-06-02,133807.0
2011-06-03,134957.0
2011-06-04,137561.0
2011-06-05,139087.0
2011-06-06,140550.0
2011-06-07,141845.0
2011-06-08,141152.0
2011-06-09,143548.0
2011-06-10,145586.0
2011-06-11,147214.0
2011-06-12,148576.0
2011-06-13,150235.0
2011-06-14,152589.0
2011-06-15,154486.0
2011-06-16,156473.0
2011-06-17,158483.0
2011-06-18,161434.0
2011-06-19,164159.0
2011-06-20,167491.0
2011-06-21,171523.0
2011-06-22,175655.0
2011-06-23,178874.0
2011-06-24,181417.0
2011-06-25,183585.0
2011-06-26,185780.0
2011-06-27,189134.0
2011-06-28,191418.0
2011-06-29,194783.0
2011-06-30,197183.0
2011-07-01,205817.0
2011-07-02,220148.0
2011-07-03,224132.0
2011-07-04,227128.0
2011-07-05,229069.0
2011-07-06,232670.0
2011-07-07,237001.0
2011-07-08,242915.0
2011-07-09,248100.0
2011-07-10,259169.0
2011-07-11,263654.0
2011-07-12,268594.0
2011-07-13,275895.0
2011-07-14,285178.0
2011-07-15,292039.0
2011-07-16,296938.0
2011-07-17,303440.0
2011-07-18,305217.0
2011-07-19,310814.0
2011-07-20,316107.0
2011-07-21,322974.0
2011-07-22,327895.0
2011-07-23,333068.0
2011-07-24,339031.0
2011-07-25,345623.0
2011-07-26,349652.0
2011-07-27,355604.0
2011-07-28,361528.0
2011-07-29,367786.0
2011-07-30,373563.0
2011-07-31,380257.0
2011-08-01,386465.0
2011-08-02,388619.0
2011-08-03,389379.0
2011-08-04,390209.0
2011-08-05,395667.0
2011-08-06,400223.0
2011-08-07,405747.0
2011-08-08,407126.0
2011-08-09,411512.0
2011-08-10,412565.0
2011-08-11,413729.0
2011-08-12,414082.0
2011-08-13,416688.0
2011-08-14,420756.0
2011-08-15,421853.0
2011-08-16,422863.0
2011-08-17,425716.0
2011-08-18,429484.0
2011-08-19,435144.0
2011-08-20,440937.0
2011-08-21,447135.0
2011-08-22,454688.0
2011-08-23,460915.0
2011-08-24,466552.0
2011-08-25,473033.0
2011-08-26,475823.0
2011-08-27,478984.0
2011-08-28,484298.0
2011-08-29,486534.0
2011-08-30,487222.0
2011-08-31,487872.0
2011-09-01,488080.0
2011-09-02,488659.0
2011-09-03,489324.0
2011-09-04,491015.0
2011-09-05,492566.0
2011-09-06,492769.0
2011-09-07,493451.0
2011-09-08,493817.0
2011-09-09,492790.0
2011-09-10,491721.0
2011-09-11,492199.0
2011-09-12,492238.0
2011-09-13,492797.0
2011-09-14,493304.0
2011-09-15,493281.0
2011-09-16,494010.0
2011-09-17,494470.0
2011-09-18,494975.0
2011-09-19,495329.0
2011-09-20,499805.0
2011-09-21,498922.0
2011-09-22,503019.0
2011-09-23,509165.0
2011-09-24,515473.0
2011-09-25,522435.0
2011-09-26,527510.0
2011-09-27,532349.0
2011-09-28,532886.0
2011-09-29,533303.0
2011-09-30,533657.0
2011-10-01,533893.0
2011-10-02,534217.0
2011-10-03,534577.0
2011-10-04,535029.0
2011-10-05,535457.0
2011-10-06,535645.0
2011-10-07,535991.0
2011-10-08,536326.0
2011-10-09,536929.0
2011-10-10,537377.0
2011-10-11,538163.0
2011-10-12,538636.0
2011-10-13,539202.0
2011-10-14,539146.0
2011-10-15,539510.0
2011-10-16,539720.0
2011-10-17,539968.0
2011-10-18,540497.0
2011-10-19,540679.0
2011-10-20,541170.0
2011-10-21,541752.0
2011-10-22,542470.0
2011-10-23,543166.0
2011-10-24,543687.0
2011-10-25,544316.0
2011-10-26,544829.0
2011-10-27,544940.0
2011-10-28,545209.0
2011-10-29,545604.0
2011-10-30,545878.0
2011-10-31,546273.0
2011-11-01,547010.0
2011-11-02,547130.0
2011-11-03,547571.0
2011-11-04,547041.0
2011-11-05,547372.0
2011-11-06,547904.0
2011-11-07,548444.0
2011-11-08,548580.0
2011-11-09,549181.0
2011-11-10,549409.0
2011-11-11,549655.0
2011-11-12,549876.0
2011-11-13,550487.0
2011-11-14,550441.0
2011-11-15,550279.0
2011-11-16,550475.0
2011-11-17,550580.0
2011-11-18,550758.0
2011-11-19,551126.0
2011-11-20,550630.0
2011-11-21,551123.0
2011-11-22,551395.0
2011-11-23,551482.0
2011-11-24,551546.0
2011-11-25,552119.0
2011-11-26,552481.0
2011-11-27,553141.0
2011-11-28,553770.0
2011-11-29,554431.0
2011-11-30,553160.0
2011-12-01,554454.0
2011-12-02,555322.0
2011-12-03,555193.0
2011-12-04,556066.0
2011-12-05,556964.0
2011-12-06,557784.0
2011-12-07,558528.0
2011-12-08,556908.0
2011-12-09,557563.0
2011-12-10,557812.0
2011-12-11,557597.0
2011-12-12,557868.0
2011-12-13,559287.0
2011-12-14,559769.0
2011-12-15,560200.0
2011-12-16,560516.0
2011-12-17,560814.0
2011-12-18,561433.0
2011-12-19,561733.0
2011-12-20,561914.0
2011-12-21,562291.0
2011-12-22,562871.0
2011-12-23,563848.0
2011-12-24,564455.0
2011-12-25,565211.0
2011-12-26,566175.0
2011-12-27,566846.0
2011-12-28,567144.0
2011-12-29,567701.0
2011-12-30,568115.0
2011-12-31,568221.0
2012-01-01,568423.0
2012-01-02,568859.0
2012-01-03,568543.0
2012-01-04,568950.0
2012-01-05,569562.0
2012-01-06,569767.0
2012-01-07,569966.0
2012-01-08,570293.0
2012-01-09,570155.0
2012-01-10,570134.0
2012-01-11,569220.0
2012-01-12,569807.0
2012-01-13,570248.0
2012-01-14,570928.0
2012-01-15,571181.0
2012-01-16,571874.0
2012-01-17,572595.0
2012-01-18,573362.0
2012-01-19,573989.0
2012-01-20,574730.0
2012-01-21,575143.0
2012-01-22,575662.0
2012-01-23,576526.0
2012-01-24,577112.0
2012-01-25,577820.0
2012-01-26,578271.0
2012-01-27,578708.0
2012-01-28,579303.0
2012-01-29,578876.0
2012-01-30,579717.0
2012-01-31,580441.0
2012-02-01,581102.0
2012-02-02,581745.0
2012-02-03,582504.0
2012-02-04,582588.0
2012-02-05,582938.0
2012-02-06,583234.0
2012-02-07,583526.0
2012-02-08,584276.0
2012-02-09,585204.0
2012-02-10,585533.0
2012-02-11,585642.0
2012-02-12,585921.0
2012-02-13,586356.0
2012-02-14,586822.0
2012-02-15,587759.0
2012-02-16,588814.0
2012-02-17,589597.0
2012-02-18,590483.0
2012-02-19,591841.0
2012-02-20,593029.0
2012-02-21,593621.0
2012-02-22,594232.0
2012-02-23,594998.0
2012-02-24,595475.0
2012-02-25,595191.0
2012-02-26,595913.0
2012-02-27,596716.0
2012-02-28,596999.0
2012-02-29,597862.0
2012-03-01,598122.0
2012-03-02,598085.0
2012-03-03,598647.0
2012-03-04,599920.0
2012-03-05,600743.0
2012-03-06,601635.0
2012-03-07,602836.0
2012-03-08,603784.0
2012-03-09,604215.0
2012-03-10,604846.0
2012-03-11,605622.0
2012-03-12,606297.0
2012-03-13,607184.0
